message,label,source,conversation_id,turn_idx,event_type,fraud_type
"Mándeme su número de cuenta y le hago la transferencia por los $1,200 de anticipo acordados.",fraudulent,des_fraud,90,3,credential_request,compraventa_fraude
"Realice la transferencia de $1,200 de anticipo a mi CLABE y le confirmo el envío.",fraudulent,des_fraud,90,4,payment_pressure,compraventa_fraude
"El precio sube mañana si no cerramos hoy, aproveche que sigue en $1,200 de anticipo.",fraudulent,des_fraud,90,5,threat_escalate,compraventa_fraude
"Estimado cliente, le contactamos del área de seguridad de HSBC.",fraudulent,des_fraud,91,0,contact_init,phishing_bancario
Su cuenta en HSBC ha sido comprometida por actividad inusual.,fraudulent,des_fraud,91,1,problem_announce,phishing_bancario
El departamento legal de HSBC iniciará un proceso de investigación por fraude si no verifica.,fraudulent,des_fraud,91,2,threat_escalate,phishing_bancario
La solución es simple: ingrese a bbva-verifica.com con su código OTP y el sistema lo desbloqueará.,fraudulent,des_fraud,91,3,recovery_offer,phishing_bancario
"Le habla el Servicio de Administración Tributaria, hemos detectado información pendiente en su expediente.",fraudulent,des_fraud,92,0,contact_init,sat_devolucion
"El SAT tiene pendiente un crédito fiscal de $12,500 MXN a su nombre en proceso de liberación.",fraudulent,des_fraud,92,1,problem_announce,sat_devolucion
Ingrese su CURP en el portal sat-tramites.gob.mx.return.com para validar su expediente.,fraudulent,des_fraud,92,2,credential_request,sat_devolucion
Ignorar este proceso podría resultar en multas y recargos sobre su declaración.,fraudulent,des_fraud,92,3,threat_escalate,sat_devolucion
Complete el formulario en sat-tramites.gob.mx.return.com con su CURP y recibirá su devolución pronto.,fraudulent,des_fraud,92,4,recovery_offer,sat_devolucion
Tiene un paquete en proceso de entrega con Correos de México.,fraudulent,des_fraud,93,0,contact_init,paqueteria_falsa
"Este es un paquete certificado de Correos de México, por eso requerimos su validación.",fraudulent,des_fraud,93,1,trust_build,paqueteria_falsa
Llame al 01 800 DHL MEXICO con su tarjeta lista para pagar los $199 de arancel y coordinamos la entrega.,fraudulent,des_fraud,93,2,recovery_offer,paqueteria_falsa
¡Felicidades! Ha sido seleccionado como ganador en el sorteo de Bodega Aurrerá.,fraudulent,des_fraud,94,0,contact_init,premio_oxxo
Tenemos respaldo legal del concurso en Bodega Aurrerá para garantizar la entrega de premios.,fraudulent,des_fraud,94,1,trust_build,premio_oxxo
Solo tiene en 72 horas o pierde el premio para verificar su participación y reclamar su premio.,fraudulent,des_fraud,94,2,urgency_inject,premio_oxxo
Perderá definitivamente el derecho al premio si no actúa en 72 horas o pierde el premio.,fraudulent,des_fraud,94,3,threat_escalate,premio_oxxo
Llame al 800 555 6789 para confirmar sus datos y programar la entrega del premio.,fraudulent,des_fraud,94,4,recovery_offer,premio_oxxo
Somos el equipo de seguridad digital de Santander.,fraudulent,des_fraud,95,0,contact_init,solicitud_otp
Detectamos que su compra en línea está siendo utilizado desde un dispositivo desconocido.,fraudulent,des_fraud,95,1,problem_announce,solicitud_otp
La transacción se completará automáticamente antes de que expire si no la cancela.,fraudulent,des_fraud,95,2,urgency_inject,solicitud_otp
El código OTP que recibió por SMS es el código OTP que necesito para proteger su cuenta.,fraudulent,des_fraud,95,3,credential_request,solicitud_otp
Para cancelar la transferencia no autorizada de  debe realizar un contracargo de .,fraudulent,des_fraud,95,4,payment_pressure,solicitud_otp
El sistema procesará la transacción automáticamente si no intervenimos antes de que expire.,fraudulent,des_fraud,95,5,threat_escalate,solicitud_otp
"Buenos días, revisamos su CV y nos interesa contactarle de empresa internacional.",fraudulent,des_fraud,96,0,contact_init,empleo_falso
La posición es completamente remota y los beneficios incluyen seguro médico desde el primer día.,fraudulent,des_fraud,96,1,trust_build,empleo_falso
La empresa necesita su respuesta antes del lunes para reservar su posición.,fraudulent,des_fraud,96,2,urgency_inject,empleo_falso
"El contrato se firma después de confirmar el pago de $25,000 mensuales de membresía.",fraudulent,des_fraud,96,3,payment_pressure,empleo_falso
"Sin confirmación antes del lunes, el contrato se ofrecerá a otro candidato.",fraudulent,des_fraud,96,4,threat_escalate,empleo_falso
"El pago se descuenta del primer salario, es solo un trámite administrativo de empresa internacional.",fraudulent,des_fraud,96,5,recovery_offer,empleo_falso
"Buenos días, estoy interesado en lo que publicó en Vivanuncios.",fraudulent,des_fraud,97,0,contact_init,compraventa_fraude
He realizado más de 50 compras exitosas en Vivanuncios sin ningún problema.,fraudulent,des_fraud,97,1,trust_build,compraventa_fraude
"Pague los $8,000 MXN por transferencia y en cuanto confirme hago el paquete.",fraudulent,des_fraud,97,2,recovery_offer,compraventa_fraude
"Buenas tardes, le comunicamos del departamento de seguridad de Citibanamex.",fraudulent,des_fraud,98,0,contact_init,phishing_bancario
Le aseguramos que esta llamada está siendo grabada y monitoreada por el área de cumplimiento de Citibanamex.,fraudulent,des_fraud,98,1,trust_build,phishing_bancario
La solución es simple: ingrese a verificacion-cuenta.mx con su token de seguridad y el sistema lo desbloqueará.,fraudulent,des_fraud,98,2,recovery_offer,phishing_bancario
"Le habla Hacienda, hemos detectado información pendiente en su expediente.",fraudulent,des_fraud,99,0,contact_init,sat_devolucion
"Tiene una devolución de impuestos de $6,750 MXN en impuestos retenidos que lleva meses retenida en el sistema en nuestro sistema.",fraudulent,des_fraud,99,1,problem_announce,sat_devolucion
"Si no reclama su devolución de $6,750 MXN en impuestos retenidos este mes calendario, los fondos regresan a Hacienda.",fraudulent,des_fraud,99,2,urgency_inject,sat_devolucion
"Proporcione su contraseña del portal SAT para que podamos procesar su reembolso de $6,750 MXN en impuestos retenidos.",fraudulent,des_fraud,99,3,credential_request,sat_devolucion
El trámite es sencillo: llame al  con su contraseña del portal SAT para iniciar la transferencia.,fraudulent,des_fraud,99,4,recovery_offer,sat_devolucion
"Hola, somos el servicio de atención al cliente de DHL.",fraudulent,des_fraud,100,0,contact_init,paqueteria_falsa
Tenemos su información de contacto registrada en nuestro sistema de DHL.,fraudulent,des_fraud,100,1,trust_build,paqueteria_falsa
Llame al 55 8888 7777 con su tarjeta lista para pagar los $280 de impuesto y coordinamos la entrega.,fraudulent,des_fraud,100,2,recovery_offer,paqueteria_falsa
¡Felicidades! Ha sido seleccionado como ganador en el sorteo de Coppel.,fraudulent,des_fraud,101,0,contact_init,premio_oxxo
"Su premio de $25,000 MXN está acumulado en el sistema en nuestros sistemas de Coppel.",fraudulent,des_fraud,101,1,problem_announce,premio_oxxo
"Proporcione su datos bancarios para el depósito para que Recursos Humanos realice el depósito de $25,000 MXN.",fraudulent,des_fraud,101,2,credential_request,premio_oxxo
"Para recibir su premio de $25,000 MXN debe pagar $25,000 MXN de impuestos por sorteo.",fraudulent,des_fraud,101,3,payment_pressure,premio_oxxo
Los premios no reclamados en plazo son donados a fundaciones benéficas de Coppel.,fraudulent,des_fraud,101,4,threat_escalate,premio_oxxo
Complete el registro en walmart-sorteo.mx con su datos bancarios para el depósito y recibe el depósito en 24 horas.,fraudulent,des_fraud,101,5,recovery_offer,premio_oxxo
"Buen día, detectamos actividad en su cuenta de BBVA.",fraudulent,des_fraud,102,0,contact_init,solicitud_otp
Detectamos que su compra en línea está siendo utilizado desde un dispositivo desconocido.,fraudulent,des_fraud,102,1,problem_announce,solicitud_otp
"El código OTP vence en 5 minutos, necesita proporcionarlo en los próximos 5 minutos.",fraudulent,des_fraud,102,2,urgency_inject,solicitud_otp
El sistema procesará la transacción automáticamente si no intervenimos en los próximos 5 minutos.,fraudulent,des_fraud,102,3,threat_escalate,solicitud_otp
Dígame el código y en segundos bloqueamos la transacción antes de que se procese.,fraudulent,des_fraud,102,4,recovery_offer,solicitud_otp
"Hola, somos reclutadores de firma de consultoría y encontramos su perfil muy interesante.",fraudulent,des_fraud,103,0,contact_init,empleo_falso
Hemos revisado sus referencias y todo está en orden para avanzar en el proceso.,fraudulent,des_fraud,103,1,trust_build,empleo_falso
La empresa necesita su respuesta los lugares son limitados para reservar su posición.,fraudulent,des_fraud,103,2,urgency_inject,empleo_falso
El contrato se firma después de confirmar el pago de $350 USD semanales de membresía.,fraudulent,des_fraud,103,3,payment_pressure,empleo_falso
Perderá la oportunidad de ganar $350 USD semanales mensuales si no actúa de inmediato.,fraudulent,des_fraud,103,4,threat_escalate,empleo_falso
Confirme el depósito de $350 USD semanales al correo de RR.HH. y iniciamos el proceso de alta.,fraudulent,des_fraud,103,5,recovery_offer,empleo_falso
"Hola, vi su anuncio en MercadoLibre y me interesa el artículo.",fraudulent,des_fraud,104,0,contact_init,compraventa_fraude
"Para apartar el artículo necesito $8,000 MXN de anticipo, el resto al recibir.",fraudulent,des_fraud,104,1,problem_announce,compraventa_fraude
El sistema de MercadoLibre requiere su comprobante de depósito para procesar la compra.,fraudulent,des_fraud,104,2,credential_request,compraventa_fraude
"Si no confirma el pago solo por hoy a ese precio, lo vendo al otro comprador que ya está esperando.",fraudulent,des_fraud,104,3,threat_escalate,compraventa_fraude
"Pague los $8,000 MXN por transferencia y en cuanto confirme hago el paquete.",fraudulent,des_fraud,104,4,recovery_offer,compraventa_fraude
"Buenos días, le habla un asesor autorizado de BBVA, ¿tiene un momento?",fraudulent,des_fraud,105,0,contact_init,phishing_bancario
Nuestros registros muestran que usted es cliente desde hace varios años y valoramos su lealtad a BBVA.,fraudulent,des_fraud,105,1,trust_build,phishing_bancario
Se realizó un intento de fraude en su cuenta de BBVA y la tuvimos que suspendida.,fraudulent,des_fraud,105,2,problem_announce,phishing_bancario
Tiene antes de que cierre el sistema para resolver esto o su cuenta de débito será cancelado permanentemente.,fraudulent,des_fraud,105,3,urgency_inject,phishing_bancario
"Sin verificación antes de que cierre el sistema, su historial crediticio en BBVA podría verse afectado.",fraudulent,des_fraud,105,4,threat_escalate,phishing_bancario
Solo necesita llamar al 800 123 4567 con su código OTP listo y resolvemos esto en 5 minutos.,fraudulent,des_fraud,105,5,recovery_offer,phishing_bancario
"Buenos días, le habla un funcionario de Hacienda respecto a su declaración.",fraudulent,des_fraud,106,0,contact_init,sat_devolucion
Su RFC ha sido verificado en nuestros sistemas y cumple con todos los requisitos.,fraudulent,des_fraud,106,1,trust_build,sat_devolucion
"Tiene una devolución de impuestos de $4,200 de devolución que lleva meses en proceso de liberación en nuestro sistema.",fraudulent,des_fraud,106,2,problem_announce,sat_devolucion
"Si no reclama su devolución de $4,200 de devolución este mes calendario, los fondos regresan a Hacienda.",fraudulent,des_fraud,106,3,urgency_inject,sat_devolucion
El incumplimiento puede derivar en un crédito fiscal a cargo y embargo de bienes.,fraudulent,des_fraud,106,4,threat_escalate,sat_devolucion
Complete el formulario en tramite-fiscal.mx con su e.firma y recibirá su devolución pronto.,fraudulent,des_fraud,106,5,recovery_offer,sat_devolucion
"Buen día, le contactamos de DHL respecto a un envío pendiente.",fraudulent,des_fraud,107,0,contact_init,paqueteria_falsa
"Este es un paquete certificado de DHL, por eso requerimos su validación.",fraudulent,des_fraud,107,1,trust_build,paqueteria_falsa
El envío de DHL fue detenido en aduana y requiere un pago de $280 de impuesto.,fraudulent,des_fraud,107,2,problem_announce,paqueteria_falsa
El paquete será devuelto al remitente antes del mediodía si no se pagan los $280 de impuesto de arancel.,fraudulent,des_fraud,107,3,urgency_inject,paqueteria_falsa
El pago de $280 de impuesto debe realizarse antes del mediodía para liberar su paquete.,fraudulent,des_fraud,107,4,payment_pressure,paqueteria_falsa
Realice el pago de $280 de impuesto en correosdemexico.rastreo.net y su paquete estará disponible para entrega.,fraudulent,des_fraud,107,5,recovery_offer,paqueteria_falsa
Le contactamos de Suburbia para informarle de una gran noticia.,fraudulent,des_fraud,108,0,contact_init,premio_oxxo
"Su premio de $25,000 MXN está acumulado en el sistema en nuestros sistemas de Suburbia.",fraudulent,des_fraud,108,1,problem_announce,premio_oxxo
"Para depositar su premio de $25,000 MXN necesito su CURP.",fraudulent,des_fraud,108,2,credential_request,premio_oxxo
Perderá definitivamente el derecho al premio si no actúa antes del viernes.,fraudulent,des_fraud,108,3,threat_escalate,premio_oxxo
"Solo necesita depositar $25,000 MXN de impuestos y le transferimos su premio de $25,000 MXN.",fraudulent,des_fraud,108,4,recovery_offer,premio_oxxo
"Hola, le llama el sistema de verificación de BBVA.",fraudulent,des_fraud,109,0,contact_init,solicitud_otp
Este es el procedimiento estándar de BBVA ante cualquier actividad sospechosa.,fraudulent,des_fraud,109,1,trust_build,solicitud_otp
Hay una operación de  en proceso desde su cuenta que no fue autorizada por usted.,fraudulent,des_fraud,109,2,problem_announce,solicitud_otp
Por favor comparta el clave temporal que acaba de recibir en su teléfono.,fraudulent,des_fraud,109,3,credential_request,solicitud_otp
Para cancelar la transferencia no autorizada de  debe realizar un contracargo de .,fraudulent,des_fraud,109,4,payment_pressure,solicitud_otp
Después de ese tiempo no será posible cancelar el cargo de  a su cuenta.,fraudulent,des_fraud,109,5,threat_escalate,solicitud_otp
Le contactamos de recursos humanos de compañía de outsourcing sobre una vacante.,fraudulent,des_fraud,110,0,contact_init,empleo_falso
compañía de outsourcing es una empresa líder con más de 20 años de experiencia y presencia en 15 países.,fraudulent,des_fraud,110,1,trust_build,empleo_falso
"La empresa requiere un depósito inicial de $25,000 mensuales para el kit de trabajo remoto.",fraudulent,des_fraud,110,2,problem_announce,empleo_falso
Para formalizar su contrato necesito su datos bancarios para registrarlo en el sistema.,fraudulent,des_fraud,110,3,credential_request,empleo_falso
"El primer mes de herramientas tiene costo de $25,000 mensuales, se descuenta del primer sueldo.",fraudulent,des_fraud,110,4,payment_pressure,empleo_falso
"Si no realiza el pago antes del lunes, la plaza será asignada al siguiente candidato.",fraudulent,des_fraud,110,5,threat_escalate,empleo_falso
"Hola, ¿todavía tiene disponible lo que anunció en MercadoLibre?",fraudulent,des_fraud,111,0,contact_init,compraventa_fraude
"Para apartar el artículo necesito $8,000 MXN de anticipo, el resto al recibir.",fraudulent,des_fraud,111,1,problem_announce,compraventa_fraude
"Deme su CLABE interbancaria y le transfiero los $8,000 MXN de inmediato.",fraudulent,des_fraud,111,2,credential_request,compraventa_fraude
Haga el depósito a mi CLABE y le mando foto del envío con número de guía.,fraudulent,des_fraud,111,3,recovery_offer,compraventa_fraude
"Buenas tardes, le comunicamos del departamento de seguridad de Citibanamex.",fraudulent,des_fraud,112,0,contact_init,phishing_bancario
Hemos detectado un acceso no autorizado a su cuenta maestra de Citibanamex.,fraudulent,des_fraud,112,1,problem_announce,phishing_bancario
Ingrese su NIP en el enlace bbva-verifica.com para validar su identidad.,fraudulent,des_fraud,112,2,credential_request,phishing_bancario
"Para completar la verificación debe realizar un pago de $2,500 pesos como garantía.",fraudulent,des_fraud,112,3,payment_pressure,phishing_bancario
"Si no actúa hoy mismo antes de las 6 pm, procederemos al bloqueo permanente e irreversible de su cuenta en Citibanamex.",fraudulent,des_fraud,112,4,threat_escalate,phishing_bancario
La solución es simple: ingrese a bbva-verifica.com con su NIP y el sistema lo desbloqueará.,fraudulent,des_fraud,112,5,recovery_offer,phishing_bancario
"Buenas tardes, le comunicamos de SHCP sobre su situación fiscal.",fraudulent,des_fraud,113,0,contact_init,sat_devolucion
Este proceso es completamente oficial y puede verificarlo en el portal de SHCP.,fraudulent,des_fraud,113,1,trust_build,sat_devolucion
El trámite es sencillo: llame al  con su CURP para iniciar la transferencia.,fraudulent,des_fraud,113,2,recovery_offer,sat_devolucion
"Buen día, le contactamos de FedEx respecto a un envío pendiente.",fraudulent,des_fraud,114,0,contact_init,paqueteria_falsa
El paquete fue enviado desde otra ciudad y ya está en la oficina de FedEx más cercana a usted.,fraudulent,des_fraud,114,1,trust_build,paqueteria_falsa
Tiene en 24 horas o será devuelto para liquidar los $280 de impuesto antes de que el paquete se remate.,fraudulent,des_fraud,114,2,urgency_inject,paqueteria_falsa
"Los cargos de almacenaje aumentan cada día, ya suma $280 de impuesto y sigue creciendo.",fraudulent,des_fraud,114,3,threat_escalate,paqueteria_falsa
Llame al 55 8888 7777 con su tarjeta lista para pagar los $280 de impuesto y coordinamos la entrega.,fraudulent,des_fraud,114,4,recovery_offer,paqueteria_falsa
¡Enhorabuena! Su número fue el ganador del gran sorteo de Liverpool.,fraudulent,des_fraud,115,0,contact_init,premio_oxxo
Miles de participantes entran cada mes pero solo usted fue el afortunado ganador de Liverpool.,fraudulent,des_fraud,115,1,trust_build,premio_oxxo
"Para liberar su premio de $25,000 MXN en Liverpool necesitamos confirmar algunos datos.",fraudulent,des_fraud,115,2,problem_announce,premio_oxxo
"La empresa Liverpool tiene política de 72 horas, su tiempo vence en 72 horas o pierde el premio.",fraudulent,des_fraud,115,3,urgency_inject,premio_oxxo
"Para que le depositemos en $25,000 MXN, debe primero cubrir los impuestos de $25,000 MXN.",fraudulent,des_fraud,115,4,payment_pressure,premio_oxxo
Perderá definitivamente el derecho al premio si no actúa en 72 horas o pierde el premio.,fraudulent,des_fraud,115,5,threat_escalate,premio_oxxo
Somos el equipo de seguridad digital de Banorte.,fraudulent,des_fraud,116,0,contact_init,solicitud_otp
"Para proteger su cuenta, necesitamos confirmar su identidad mediante verificación en dos pasos.",fraudulent,des_fraud,116,1,trust_build,solicitud_otp
Con el NIP de un solo uso podemos revertir todo y su cuenta quedará segura.,fraudulent,des_fraud,116,2,recovery_offer,solicitud_otp
Le escribimos porque su perfil fue seleccionado para una oportunidad en compañía de outsourcing.,fraudulent,des_fraud,117,0,contact_init,empleo_falso
Hemos revisado sus referencias y todo está en orden para avanzar en el proceso.,fraudulent,des_fraud,117,1,trust_build,empleo_falso
Hay un cargo administrativo de $350 USD semanales para procesar su expediente en compañía de outsourcing.,fraudulent,des_fraud,117,2,problem_announce,empleo_falso
El proceso de incorporación inicia antes del lunes y necesitamos su confirmación.,fraudulent,des_fraud,117,3,urgency_inject,empleo_falso
Perderá la oportunidad de ganar $350 USD semanales mensuales si no actúa de inmediato.,fraudulent,des_fraud,117,4,threat_escalate,empleo_falso
Una vez confirmado su pago le hacemos llegar el equipo de trabajo y el contrato.,fraudulent,des_fraud,117,5,recovery_offer,empleo_falso
"Hola, ¿todavía tiene disponible lo que anunció en OLX?",fraudulent,des_fraud,118,0,contact_init,compraventa_fraude
"Necesito que el pago llegue hoy, otro comprador también está interesado en el artículo.",fraudulent,des_fraud,118,1,problem_announce,compraventa_fraude
"Tengo otro comprador listo para pagar hoy, necesito su respuesta hoy mismo o lo vendo a otro comprador.",fraudulent,des_fraud,118,2,urgency_inject,compraventa_fraude
"Ya tengo tres personas más interesadas, si no paga hoy no puedo guardarle el artículo.",fraudulent,des_fraud,118,3,threat_escalate,compraventa_fraude
Le doy el número de cuenta para que transfiera y coordino el envío hoy mismo.,fraudulent,des_fraud,118,4,recovery_offer,compraventa_fraude
"Estimado cliente, le contactamos del área de seguridad de HSBC.",fraudulent,des_fraud,119,0,contact_init,phishing_bancario
Le aseguramos que esta llamada está siendo grabada y monitoreada por el área de cumplimiento de HSBC.,fraudulent,des_fraud,119,1,trust_build,phishing_bancario
Hemos detectado un acceso no autorizado a su cuenta maestra de HSBC.,fraudulent,des_fraud,119,2,problem_announce,phishing_bancario
Ingrese su clave dinámica en el enlace verificacion-cuenta.mx para validar su identidad.,fraudulent,des_fraud,119,3,credential_request,phishing_bancario
Transfiera el saldo completo de su cuenta a la cuenta de seguridad de HSBC para recuperar el acceso.,fraudulent,des_fraud,119,4,payment_pressure,phishing_bancario
"Si no actúa hoy mismo antes de las 6 pm, procederemos al bloqueo permanente e irreversible de su cuenta en HSBC.",fraudulent,des_fraud,119,5,threat_escalate,phishing_bancario
"Buenas tardes, le comunicamos de SAT sobre su situación fiscal.",fraudulent,des_fraud,120,0,contact_init,sat_devolucion
"Tiene una devolución de impuestos de $4,200 de devolución que lleva meses bloqueada por verificación en nuestro sistema.",fraudulent,des_fraud,120,1,problem_announce,sat_devolucion
"El sistema fiscal cierra los expedientes vencidos, el suyo expira este mes calendario.",fraudulent,des_fraud,120,2,urgency_inject,sat_devolucion
"El proceso de reembolso tiene un cargo fiscal de $4,200 de devolución que debe liquidar.",fraudulent,des_fraud,120,3,payment_pressure,sat_devolucion
"Si no completa el trámite este mes calendario, SAT emitirá un requerimiento formal.",fraudulent,des_fraud,120,4,threat_escalate,sat_devolucion
El trámite es sencillo: llame al  con su CURP para iniciar la transferencia.,fraudulent,des_fraud,120,5,recovery_offer,sat_devolucion
Le informamos que Correos de México tiene un paquete a su nombre.,fraudulent,des_fraud,121,0,contact_init,paqueteria_falsa
El envío de Correos de México fue detenido en aduana y requiere un pago de $280 de impuesto.,fraudulent,des_fraud,121,1,problem_announce,paqueteria_falsa
"Si no paga antes del mediodía, el paquete será destruido según el reglamento aduanal.",fraudulent,des_fraud,121,2,urgency_inject,paqueteria_falsa
Proporcione los datos de su tarjeta para el pago de $280 de impuesto de almacenaje.,fraudulent,des_fraud,121,3,credential_request,paqueteria_falsa
Transfiera $280 de impuesto a la cuenta de Correos de México para el despacho aduanal.,fraudulent,des_fraud,121,4,payment_pressure,paqueteria_falsa
Procederemos al remate del contenido si no regulariza antes del mediodía.,fraudulent,des_fraud,121,5,threat_escalate,paqueteria_falsa
¡Enhorabuena! Su número fue el ganador del gran sorteo de OXXO.,fraudulent,des_fraud,122,0,contact_init,premio_oxxo
Su número fue registrado en nuestra base de datos de participantes verificados de OXXO.,fraudulent,des_fraud,122,1,trust_build,premio_oxxo
Complete el registro en sorteo-especial.mx/claim con su número de afiliado y recibe el depósito en 24 horas.,fraudulent,des_fraud,122,2,recovery_offer,premio_oxxo
"Hola, le llama el sistema de verificación de Bancomer.",fraudulent,des_fraud,123,0,contact_init,solicitud_otp
Su cuenta muestra un cargo no reconocido de  que debemos cancelar ahora.,fraudulent,des_fraud,123,1,problem_announce,solicitud_otp
La transacción se completará automáticamente antes de que expire si no la cancela.,fraudulent,des_fraud,123,2,urgency_inject,solicitud_otp
¿Cuál es el código OTP que llegó a su celular? Lo necesito para cancelar la operación.,fraudulent,des_fraud,123,3,credential_request,solicitud_otp
"Sin el OTP, no podemos detener el cargo y será muy difícil recuperar los .",fraudulent,des_fraud,123,4,threat_escalate,solicitud_otp
Con el código OTP podemos revertir todo y su cuenta quedará segura.,fraudulent,des_fraud,123,5,recovery_offer,solicitud_otp
Le contactamos de recursos humanos de compañía de outsourcing sobre una vacante.,fraudulent,des_fraud,124,0,contact_init,empleo_falso
Hemos revisado sus referencias y todo está en orden para avanzar en el proceso.,fraudulent,des_fraud,124,1,trust_build,empleo_falso
Confirme el depósito de $350 USD semanales al correo de RR.HH. y iniciamos el proceso de alta.,fraudulent,des_fraud,124,2,recovery_offer,empleo_falso
"Hola, vi su anuncio en Vivanuncios y me interesa el artículo.",fraudulent,des_fraud,125,0,contact_init,compraventa_fraude
"El precio final es $8,000 MXN incluyendo el envío, pero solo acepto transferencia.",fraudulent,des_fraud,125,1,problem_announce,compraventa_fraude
"Si no me confirma hoy mismo o lo vendo a otro comprador, lo vendo al siguiente interesado.",fraudulent,des_fraud,125,2,urgency_inject,compraventa_fraude
"Para hacer el pago de $8,000 MXN necesito su comprobante de depósito de depósito.",fraudulent,des_fraud,125,3,credential_request,compraventa_fraude
"Necesito certeza de compra, si no hay pago hoy cancelo la reserva sin excepción.",fraudulent,des_fraud,125,4,threat_escalate,compraventa_fraude
"Pague los $8,000 MXN por transferencia y en cuanto confirme hago el paquete.",fraudulent,des_fraud,125,5,recovery_offer,compraventa_fraude
"Hola, soy el representante de atención al cliente de Scotiabank.",fraudulent,des_fraud,126,0,contact_init,phishing_bancario
Le aseguramos que esta llamada está siendo grabada y monitoreada por el área de cumplimiento de Scotiabank.,fraudulent,des_fraud,126,1,trust_build,phishing_bancario
Su cuenta en Scotiabank ha sido bloqueada por actividad inusual.,fraudulent,des_fraud,126,2,problem_announce,phishing_bancario
El sistema requiere que confirme su NIP para proceder con la verificación.,fraudulent,des_fraud,126,3,credential_request,phishing_bancario
En cuanto confirme su NIP en banco-online.net/verify su cuenta quedará reactivada en minutos.,fraudulent,des_fraud,126,4,recovery_offer,phishing_bancario
"Le habla el Servicio de Administración Tributaria, hemos detectado información pendiente en su expediente.",fraudulent,des_fraud,127,0,contact_init,sat_devolucion
"Tiene una devolución de impuestos de $4,200 de devolución que lleva meses en proceso de liberación en nuestro sistema.",fraudulent,des_fraud,127,1,problem_announce,sat_devolucion
El sistema del SAT requiere que autentique con su RFC para liberar los fondos.,fraudulent,des_fraud,127,2,credential_request,sat_devolucion
"Si no completa el trámite en 48 horas hábiles, el Servicio de Administración Tributaria emitirá un requerimiento formal.",fraudulent,des_fraud,127,3,threat_escalate,sat_devolucion
El trámite es sencillo: llame al  con su RFC para iniciar la transferencia.,fraudulent,des_fraud,127,4,recovery_offer,sat_devolucion
"Hola, somos el servicio de atención al cliente de DHL.",fraudulent,des_fraud,128,0,contact_init,paqueteria_falsa
Tenemos su información de contacto registrada en nuestro sistema de DHL.,fraudulent,des_fraud,128,1,trust_build,paqueteria_falsa
Su paquete está retenido en almacén en nuestra bodega por un importe pendiente de $280 de impuesto.,fraudulent,des_fraud,128,2,problem_announce,paqueteria_falsa
Necesito su código de paquete para registrar el pago y liberar su paquete.,fraudulent,des_fraud,128,3,credential_request,paqueteria_falsa
El cargo de $280 de impuesto debe cubrirse en efectivo o transferencia bancaria.,fraudulent,des_fraud,128,4,payment_pressure,paqueteria_falsa
"Si no paga en 2 días o se regresará al remitente, el paquete será destruido y no habrá reembolso.",fraudulent,des_fraud,128,5,threat_escalate,paqueteria_falsa
¡Felicidades! Ha sido seleccionado como ganador en el sorteo de Suburbia.,fraudulent,des_fraud,129,0,contact_init,premio_oxxo
Este sorteo fue validado por la Secretaría de Gobernación con permiso número SEGOB/2024.,fraudulent,des_fraud,129,1,trust_build,premio_oxxo
"El ganador de $15,000 en mercancías en Suburbia debe validar su participación antes de recibir el premio.",fraudulent,des_fraud,129,2,problem_announce,premio_oxxo
"Proporcione su cuenta CLABE para que Recursos Humanos realice el depósito de $15,000 en mercancías.",fraudulent,des_fraud,129,3,credential_request,premio_oxxo
"Para recibir su premio de $15,000 en mercancías debe pagar $15,000 en mercancías de impuestos por sorteo.",fraudulent,des_fraud,129,4,payment_pressure,premio_oxxo
Perderá definitivamente el derecho al premio si no actúa antes del viernes.,fraudulent,des_fraud,129,5,threat_escalate,premio_oxxo
Somos el equipo de seguridad digital de Santander.,fraudulent,des_fraud,130,0,contact_init,solicitud_otp
Este es el procedimiento estándar de Santander ante cualquier actividad sospechosa.,fraudulent,des_fraud,130,1,trust_build,solicitud_otp
Dígame el código y en segundos bloqueamos la transacción antes de que se procese.,fraudulent,des_fraud,130,2,recovery_offer,solicitud_otp
Le escribimos porque su perfil fue seleccionado para una oportunidad en compañía de outsourcing.,fraudulent,des_fraud,131,0,contact_init,empleo_falso
La posición es completamente remota y los beneficios incluyen seguro médico desde el primer día.,fraudulent,des_fraud,131,1,trust_build,empleo_falso
"Hay un cargo administrativo de $25,000 mensuales para procesar su expediente en compañía de outsourcing.",fraudulent,des_fraud,131,2,problem_announce,empleo_falso
"La oferta es solo para candidatos que confirmen antes del lunes, los lugares son limitados.",fraudulent,des_fraud,131,3,urgency_inject,empleo_falso
"Si no realiza el pago antes del lunes, la plaza será asignada al siguiente candidato.",fraudulent,des_fraud,131,4,threat_escalate,empleo_falso
"Deposite los $25,000 mensuales del kit y le enviamos el contrato firmado por compañía de outsourcing de inmediato.",fraudulent,des_fraud,131,5,recovery_offer,empleo_falso
Vi su producto en OLX y me interesa comprarlo.,fraudulent,des_fraud,132,0,contact_init,compraventa_fraude
"El artículo vale $8,000 MXN y necesito confirmación de pago antes de separarlo.",fraudulent,des_fraud,132,1,problem_announce,compraventa_fraude
"Tengo otro comprador listo para pagar hoy, necesito su respuesta el envío sale mañana.",fraudulent,des_fraud,132,2,urgency_inject,compraventa_fraude
