message,label,source
"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",legitimate,SMSSpamCollection
How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,legitimate,SMSSpamCollection
"Why is that, princess? I bet the brothas are all chasing you!",legitimate,SMSSpamCollection
"I shall book chez jules for half eight, if that's ok with you?",legitimate,SMSSpamCollection
Hhahhaahahah rofl wtf nig was leonardo in your room or something,legitimate,SMSSpamCollection
"Yep, at derek's house now, see you Sunday &lt;3",legitimate,SMSSpamCollection
"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",legitimate,SMSSpamCollection
"Sorry, I'll call later",legitimate,SMSSpamCollection
I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,legitimate,SMSSpamCollection
There are no other charges after transfer charges and you can withdraw anyhow you like,legitimate,SMSSpamCollection
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",legitimate,SMSSpamCollection
At 4. Let's go to bill millers,legitimate,SMSSpamCollection
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,legitimate,SMSSpamCollection
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",legitimate,SMSSpamCollection
That's my honeymoon outfit. :),legitimate,SMSSpamCollection
Will it help if we propose going back again tomorrow,legitimate,SMSSpamCollection
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,fraudulent,SMSSpamCollection
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,legitimate,SMSSpamCollection
Pls confirm the time to collect the cheque.,legitimate,SMSSpamCollection
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,fraudulent,SMSSpamCollection
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,fraudulent,SMSSpamCollection
Daddy will take good care of you :),legitimate,SMSSpamCollection
"Yeah probably, I still gotta check out with leo",legitimate,SMSSpamCollection
K.then any other special?,legitimate,SMSSpamCollection
Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass,legitimate,SMSSpamCollection
Ok pa. Nothing problem:-),legitimate,SMSSpamCollection
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,legitimate,SMSSpamCollection
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",legitimate,SMSSpamCollection
When you came to hostel.,legitimate,SMSSpamCollection
Ok no prob... I'll come after lunch then...,legitimate,SMSSpamCollection
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,legitimate,SMSSpamCollection
Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?,legitimate,SMSSpamCollection
You all ready for * big day tomorrow?,legitimate,SMSSpamCollection
I'll probably be around mu a lot,legitimate,SMSSpamCollection
645,legitimate,SMSSpamCollection
RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!,fraudulent,SMSSpamCollection
Thnx dude. u guys out 2nite?,legitimate,SMSSpamCollection
Me sef dey laugh you. Meanwhile how's my darling anjie!,legitimate,SMSSpamCollection
Mm i had my food da from out,legitimate,SMSSpamCollection
"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas",legitimate,SMSSpamCollection
Did u download the fring app?,legitimate,SMSSpamCollection
The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible,legitimate,SMSSpamCollection
Friends that u can stay on fb chat with,legitimate,SMSSpamCollection
"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...",legitimate,SMSSpamCollection
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",legitimate,SMSSpamCollection
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,fraudulent,SMSSpamCollection
"Ah, well that confuses things, doesn‘t it?",legitimate,SMSSpamCollection
500 free text msgs. Just text ok to 80488 and we'll credit your account,fraudulent,SMSSpamCollection
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,legitimate,SMSSpamCollection
Dear how you. Are you ok?,legitimate,SMSSpamCollection
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",fraudulent,SMSSpamCollection
Yes princess! I want to make you happy...,legitimate,SMSSpamCollection
Sounds like you have many talents! would you like to go on a dinner date next week?,legitimate,SMSSpamCollection
I am going to film 2day da. At 6pm. Sorry da.,legitimate,SMSSpamCollection
We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,legitimate,SMSSpamCollection
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,legitimate,SMSSpamCollection
Yesterday its with me only . Now am going home.,legitimate,SMSSpamCollection
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",fraudulent,SMSSpamCollection
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",legitimate,SMSSpamCollection
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",legitimate,SMSSpamCollection
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",fraudulent,SMSSpamCollection
Great comedy..cant stop laughing da:),legitimate,SMSSpamCollection
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,fraudulent,SMSSpamCollection
"Alright, we're all set here, text the man",legitimate,SMSSpamCollection
"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",legitimate,SMSSpamCollection
Sleeping nt feeling well,legitimate,SMSSpamCollection
U WILL SWITCH YOUR FONE ON DAMMIT!!,legitimate,SMSSpamCollection
India have to take lead:),legitimate,SMSSpamCollection
I.ll post her out l8r. In class,legitimate,SMSSpamCollection
Thts wat Wright Brother did to fly..,legitimate,SMSSpamCollection
"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",legitimate,SMSSpamCollection
If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),legitimate,SMSSpamCollection
ITS A LAPTOP TAKE IT WITH YOU.,legitimate,SMSSpamCollection
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,legitimate,SMSSpamCollection
I wan but too early lei... Me outside now wun b home so early... Neva mind then...,legitimate,SMSSpamCollection
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",fraudulent,SMSSpamCollection
I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,legitimate,SMSSpamCollection
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",legitimate,SMSSpamCollection
At 7 we will go ok na.,legitimate,SMSSpamCollection
Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),legitimate,SMSSpamCollection
S:-)if we have one good partnership going we will take lead:),legitimate,SMSSpamCollection
RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,fraudulent,SMSSpamCollection
"Yeah, where's your class at?",legitimate,SMSSpamCollection
No just send to you. Bec you in temple na.,legitimate,SMSSpamCollection
"You aren't coming home between class, right? I need to work out and shower!",legitimate,SMSSpamCollection
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,fraudulent,SMSSpamCollection
S but mostly not like that.,legitimate,SMSSpamCollection
Ü v ma fan...,legitimate,SMSSpamCollection
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,legitimate,SMSSpamCollection
Guess who spent all last night phasing in and out of the fourth dimension,legitimate,SMSSpamCollection
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,legitimate,SMSSpamCollection
"Yes..but they said its IT.,",legitimate,SMSSpamCollection
"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",legitimate,SMSSpamCollection
Lmao!nice 1,legitimate,SMSSpamCollection
Glad to see your reply.,legitimate,SMSSpamCollection
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,fraudulent,SMSSpamCollection
Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,fraudulent,SMSSpamCollection
Nah dub but je still buff,legitimate,SMSSpamCollection
"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",legitimate,SMSSpamCollection
"Yeah, that's fine! It's £6 to get in, is that ok? ",legitimate,SMSSpamCollection
Lol where do u come up with these ideas?,legitimate,SMSSpamCollection
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",legitimate,SMSSpamCollection
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",legitimate,SMSSpamCollection
Okay... We wait ah,legitimate,SMSSpamCollection
Y lei?,legitimate,SMSSpamCollection
HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,legitimate,SMSSpamCollection
Already am squatting is the new way of walking,legitimate,SMSSpamCollection
Do you want bold 2 or bb torch,legitimate,SMSSpamCollection
Cramps stopped. Going back to sleep,legitimate,SMSSpamCollection
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,fraudulent,SMSSpamCollection
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,fraudulent,SMSSpamCollection
Nan sonathaya soladha. Why boss?,legitimate,SMSSpamCollection
Bring tat cd don forget,legitimate,SMSSpamCollection
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,fraudulent,SMSSpamCollection
I don't know but I'm raping dudes at poker,legitimate,SMSSpamCollection
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,legitimate,SMSSpamCollection
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,legitimate,SMSSpamCollection
Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,legitimate,SMSSpamCollection
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,legitimate,SMSSpamCollection
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",legitimate,SMSSpamCollection
Hai priya are you right. What doctor said pa. Where are you.,legitimate,SMSSpamCollection
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",fraudulent,SMSSpamCollection
Ok...,legitimate,SMSSpamCollection
Please ask mummy to call father,legitimate,SMSSpamCollection
Can come my room but cannot come my house cos my house still messy... Haha...,legitimate,SMSSpamCollection
I have lost 10 kilos as of today!,legitimate,SMSSpamCollection
Just taste fish curry :-P,legitimate,SMSSpamCollection
What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,legitimate,SMSSpamCollection
Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?,legitimate,SMSSpamCollection
Yes! I am a one woman man! Please tell me your likes and dislikes in bed...,legitimate,SMSSpamCollection
Was doing my test earlier. I appreciate you. Will call you tomorrow.,legitimate,SMSSpamCollection
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",legitimate,SMSSpamCollection
U meet other fren dun wan meet me ah... Muz b a guy rite...,legitimate,SMSSpamCollection
"(No promises on when though, haven't even gotten dinner yet)",legitimate,SMSSpamCollection
I got your back! Do you have any dislikes in bed?,legitimate,SMSSpamCollection
o turns out i had stereo love on mi phone under the unknown album.,legitimate,SMSSpamCollection
Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,fraudulent,SMSSpamCollection
Yeah I don't see why not,legitimate,SMSSpamCollection
Asking do u knw them or nt? May be ur frnds or classmates?,legitimate,SMSSpamCollection
"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",legitimate,SMSSpamCollection
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,fraudulent,SMSSpamCollection
"As in missionary hook up, doggy hook up, standing...|",legitimate,SMSSpamCollection
Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,legitimate,SMSSpamCollection
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",legitimate,SMSSpamCollection
Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.,legitimate,SMSSpamCollection
Thought praps you meant another one. Goodo! I'll look tomorrow ,legitimate,SMSSpamCollection
"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.",legitimate,SMSSpamCollection
There bold 2  &lt;#&gt; . Is that yours,legitimate,SMSSpamCollection
You know there is. I shall speak to you in  &lt;#&gt;  minutes then,legitimate,SMSSpamCollection
ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,legitimate,SMSSpamCollection
I went to project centre,legitimate,SMSSpamCollection
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,legitimate,SMSSpamCollection
Lol yeah at this point I guess not,legitimate,SMSSpamCollection
Doing project w frens lor. ,legitimate,SMSSpamCollection
Lol. Well quality aint bad at all so i aint complaining,legitimate,SMSSpamCollection
"K, can that happen tonight?",legitimate,SMSSpamCollection
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",fraudulent,SMSSpamCollection
"I think we're going to finn's now, come",legitimate,SMSSpamCollection
Why tired what special there you had,legitimate,SMSSpamCollection
I will come tomorrow di,legitimate,SMSSpamCollection
I cant pick the phone right now. Pls send a message,legitimate,SMSSpamCollection
K go and sleep well. Take rest:-).,legitimate,SMSSpamCollection
U guys never invite me anywhere :(,legitimate,SMSSpamCollection
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,fraudulent,SMSSpamCollection
I can do that! I want to please you both inside and outside the bedroom...,legitimate,SMSSpamCollection
EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,legitimate,SMSSpamCollection
I love to wine and dine my lady!,legitimate,SMSSpamCollection
Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,fraudulent,SMSSpamCollection
"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",legitimate,SMSSpamCollection
I don know account details..i will ask my mom and send you.my mom is out of reach now.,legitimate,SMSSpamCollection
I think u have the wrong number.,legitimate,SMSSpamCollection
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),legitimate,SMSSpamCollection
DO NOT B LATE LOVE MUM,legitimate,SMSSpamCollection
Got it..mail panren paru..,legitimate,SMSSpamCollection
* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,legitimate,SMSSpamCollection
Give one miss from that number please,legitimate,SMSSpamCollection
Jus came back fr lunch wif my sis only. U leh?,legitimate,SMSSpamCollection
How is your schedule next week? I am out of town this weekend.,legitimate,SMSSpamCollection
Really good:)dhanush rocks once again:),legitimate,SMSSpamCollection
Lmao ok I wont be needing u to do my hair anymore.,legitimate,SMSSpamCollection
"Miss ya, need ya, want ya, love ya.",legitimate,SMSSpamCollection
Sorry i'm not free...,legitimate,SMSSpamCollection
Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,legitimate,SMSSpamCollection
Nt yet chikku..simple habba..hw abt u?,legitimate,SMSSpamCollection
"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",legitimate,SMSSpamCollection
Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,legitimate,SMSSpamCollection
Joy's father is John. Then John is the NAME of Joy's father. Mandan,legitimate,SMSSpamCollection
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,fraudulent,SMSSpamCollection
Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,legitimate,SMSSpamCollection
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,fraudulent,SMSSpamCollection
"K, want us to come by now?",legitimate,SMSSpamCollection
How. Its a little difficult but its a simple way to enter this place,legitimate,SMSSpamCollection
Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,legitimate,SMSSpamCollection
Dont show yourself. How far. Put new pictures up on facebook.,legitimate,SMSSpamCollection
Watching tv now. I got new job :),legitimate,SMSSpamCollection
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",legitimate,SMSSpamCollection
"I'm not coming over, do whatever you want",legitimate,SMSSpamCollection
"Its ok chikku, and its my 1 of favourite song..:-)",legitimate,SMSSpamCollection
Did u see what I posted on your Facebook?,legitimate,SMSSpamCollection
Call FREEPHONE 0800 542 0578 now!,fraudulent,SMSSpamCollection
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,fraudulent,SMSSpamCollection
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",legitimate,SMSSpamCollection
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",fraudulent,SMSSpamCollection
BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,fraudulent,SMSSpamCollection
";-( oh well, c u later",legitimate,SMSSpamCollection
My uncles in Atlanta. Wish you guys a great semester.,legitimate,SMSSpamCollection
No dear i do have free messages without any recharge. Hi hi hi,legitimate,SMSSpamCollection
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",legitimate,SMSSpamCollection
I dun believe u. I thk u told him.,legitimate,SMSSpamCollection
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",legitimate,SMSSpamCollection
Yes:)sura in sun tv.:)lol.,legitimate,SMSSpamCollection
Arun can u transfr me d amt,legitimate,SMSSpamCollection
Takin a shower now but yeah I'll leave when I'm done,legitimate,SMSSpamCollection
Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,legitimate,SMSSpamCollection
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,legitimate,SMSSpamCollection
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",fraudulent,SMSSpamCollection
You bad girl. I can still remember them,legitimate,SMSSpamCollection
How much i gave to you. Morning.,legitimate,SMSSpamCollection
"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",legitimate,SMSSpamCollection
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",legitimate,SMSSpamCollection
Can i get your opinion on something first?,legitimate,SMSSpamCollection
That one week leave i put know that time. Why.,legitimate,SMSSpamCollection
"If we hit it off, you can move in with me :)",legitimate,SMSSpamCollection
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,legitimate,SMSSpamCollection
I wanna watch that movie,legitimate,SMSSpamCollection
Ok lor thanx... Ü in school?,legitimate,SMSSpamCollection
I'm in class. Did you get my text.,legitimate,SMSSpamCollection
The bus leaves at  &lt;#&gt; ,legitimate,SMSSpamCollection
God bless.get good sleep my dear...i will pray!,legitimate,SMSSpamCollection
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,fraudulent,SMSSpamCollection
Do have a nice day today. I love you so dearly.,legitimate,SMSSpamCollection
Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,legitimate,SMSSpamCollection
"Aight, I'll ask a few of my roommates",legitimate,SMSSpamCollection
"Now, whats your house # again ? And do you have any beer there ?",legitimate,SMSSpamCollection
Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,legitimate,SMSSpamCollection
Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,legitimate,SMSSpamCollection
Yes we are chatting too.,legitimate,SMSSpamCollection
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,legitimate,SMSSpamCollection
Sian... Aft meeting supervisor got work 2 do liao... U working now?,legitimate,SMSSpamCollection
Are you going to write ccna exam this week??,legitimate,SMSSpamCollection
Well i will watch shrek in 3D!!B),legitimate,SMSSpamCollection
Am i that much dirty fellow?,legitimate,SMSSpamCollection
Dunno dat's wat he told me. Ok lor...,legitimate,SMSSpamCollection
I'll probably be by tomorrow (or even later tonight if something's going on),legitimate,SMSSpamCollection
I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,legitimate,SMSSpamCollection
If you're thinking of lifting me one then no.,legitimate,SMSSpamCollection
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,legitimate,SMSSpamCollection
Sent me ur email id soon,legitimate,SMSSpamCollection
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,legitimate,SMSSpamCollection
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",legitimate,SMSSpamCollection
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,legitimate,SMSSpamCollection
May i call You later Pls,legitimate,SMSSpamCollection
"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",fraudulent,SMSSpamCollection
That's the way you should stay oh.,legitimate,SMSSpamCollection
Hello- thanx for taking that call. I got a job! Starts on monday!,legitimate,SMSSpamCollection
What time is ur flight tmr?,legitimate,SMSSpamCollection
When should I come over?,legitimate,SMSSpamCollection
I have a rather prominent bite mark on my right cheek,legitimate,SMSSpamCollection
* Will be september by then!,legitimate,SMSSpamCollection
Are you wet right now?,legitimate,SMSSpamCollection
And how's your husband.,legitimate,SMSSpamCollection
"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx",fraudulent,SMSSpamCollection
Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,legitimate,SMSSpamCollection
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,legitimate,SMSSpamCollection
I am in your office na.,legitimate,SMSSpamCollection
Are you comingdown later?,legitimate,SMSSpamCollection
Super da:)good replacement for murali,legitimate,SMSSpamCollection
Da is good good player.why he is unsold.,legitimate,SMSSpamCollection
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,legitimate,SMSSpamCollection
Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,legitimate,SMSSpamCollection
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",fraudulent,SMSSpamCollection
I dont want to hear philosophy. Just say what happen,legitimate,SMSSpamCollection
You got job in wipro:)you will get every thing in life in 2 or 3 years.,legitimate,SMSSpamCollection
Then cant get da laptop? My matric card wif ü lei... ,legitimate,SMSSpamCollection
Dunno da next show aft 6 is 850. Toa payoh got 650.,legitimate,SMSSpamCollection
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate ",fraudulent,SMSSpamCollection
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,legitimate,SMSSpamCollection
They did't play one day last year know even though they have very good team.. Like india.,legitimate,SMSSpamCollection
